id	filename	render_path	media_type	animated	category	description	keywords	use_when
096	img-1775286354925007bshPyly1ibun6fa45mg30dc0dc4qq.gif	img-1775286354925007bshPyly1ibun6fa45mg30dc0dc4qq.gif	image/gif	yes	震惊疑惑	路人女性震惊回头的 GIF	震惊,回头,不敢相信,动图	听到惊人消息时
097	img-1775286361460007bshPyly1ibun6gh0xcg308007yhdw.gif	img-1775286361460007bshPyly1ibun6gh0xcg308007yhdw.gif	image/gif	yes	无语嫌弃	银衣女性侧眼后露出笑容的 GIF	侧眼,忍笑,看戏,动图	一边嫌弃一边看热闹时
098	img-1775987909361c460473a4812e7c964fb0257e54f939a16b4c95010790972cbcb39d3f957dea4.jpg	img-1775987909361c460473a4812e7c964fb0257e54f939a16b4c95010790972cbcb39d3f957dea4.jpg	image/jpeg	no	委屈哭哭	男孩贴脸哭泣	大哭,贴脸,男孩	情绪彻底绷不住时
099	img-17782466161665feed950357da02d31915a63003225d35d77c61ee607580c56fc34c6791ae4f4.jpg	img-17782466161665feed950357da02d31915a63003225d35d77c61ee607580c56fc34c6791ae4f4.jpg	image/jpeg	no	喜欢爱意	线条小猫闭眼贴脸亲吻	猫猫,亲亲,贴脸	轻轻亲对方时
100	img-17782466196506a41d464a123d43bb3a9b2cef421a22ab10bef51873d14a4b3b876ec14a01d03.jpg	img-17782466196506a41d464a123d43bb3a9b2cef421a22ab10bef51873d14a4b3b876ec14a01d03.jpg	image/jpeg	no	贴贴撒娇	小猫扑倒另一只小动物	扑倒,抱住,猫猫	想一把扑住对方时
101	img-1778246626871ff125d6f6d136b666036a967b159a33d029b7fb2642e2686c5647fd138366dc2.jpg	img-1778246626871ff125d6f6d136b666036a967b159a33d029b7fb2642e2686c5647fd138366dc2.jpg	image/jpeg	no	害羞可爱	线条猫猫眼神呆萌还流着口水	馋,流口水,呆萌	看见想吃或想要的东西时
102	img-17790778617270078IeR8gy1id8k53jup0g305l05l4qp.gif	img-17790778617270078IeR8gy1id8k53jup0g305l05l4qp.gif	image/gif	yes	安慰陪伴	手心里的小猪眨眼动图	手心,小猪,安抚,动图	把对方捧在手心哄时
103	img-17790778859140079ArMogy1id8k3fpeqtg30b40b44qs.gif	img-17790778859140079ArMogy1id8k3fpeqtg30b40b44qs.gif	image/gif	yes	问候等候	小猪从睡梦中抬头醒来的 GIF	醒来,小猪,起床,动图	刚睡醒或被叫醒时
104	img-17792412967717fd9f062b45cbbe9d384659787f664c11a8ab5addc51d9aea22ff73da74849f7.jpg	img-17792412967717fd9f062b45cbbe9d384659787f664c11a8ab5addc51d9aea22ff73da74849f7.jpg	image/jpeg	no	崩溃疲惫	小人喷出一大口红色液体	吐血,重创,崩溃	被离谱事情重创时
105	img-1780639208054e0b7f09583080aade62a6cd46835f51da55eb024db0420bec496f2afa925b642.jpg	img-1780639208054e0b7f09583080aade62a6cd46835f51da55eb024db0420bec496f2afa925b642.jpg	image/jpeg	no	震惊疑惑	小人抱住自己紧张发抖	紧张,害怕,发抖	心里没底时
106	img-1780639214405043e7dbfc82fbbe32c9a9044a16454e13752bd0a64c198251ef40f7ff71d274d.jpg	img-1780639214405043e7dbfc82fbbe32c9a9044a16454e13752bd0a64c198251ef40f7ff71d274d.jpg	image/jpeg	no	生气质问	皱眉小人原地气到变形	暴怒,皱眉,炸毛	怒气快速上升时
107	img-178063934828464226bb70c7d7e3ee359f8c9f50a3112b75358182e38dbc241c9e0c3d8ab230b.jpg	img-178063934828464226bb70c7d7e3ee359f8c9f50a3112b75358182e38dbc241c9e0c3d8ab230b.jpg	image/jpeg	no	喜欢爱意	小兔子把另一只兔子按住亲，头顶爱心	按住亲,兔子,爱心	强势又可爱地亲亲时
108	img-1780639357635cb037e6c86471fd7d323575822fe1cf161d9fe85f14a95310fe515619087495a.jpg	img-1780639357635cb037e6c86471fd7d323575822fe1cf161d9fe85f14a95310fe515619087495a.jpg	image/jpeg	no	委屈哭哭	兔子躺在枕边流泪	躺着,兔子,眼泪	躺平后偷偷难过时
109	img-1780639362034e3b0bfa950edcd921989b6390b549881ba17d3e20b771c679512bda49ea19b51.jpg	img-1780639362034e3b0bfa950edcd921989b6390b549881ba17d3e20b771c679512bda49ea19b51.jpg	image/jpeg	no	开心得意	戴耳机兔子随音乐摇摆	听歌,跳舞,兔子	听到喜欢的歌时
110	img-17806393779500f7b3d8e7c2ad0ba21fb43be81e361106ae6cbf0b0045bdd53f89e93434bcf9d.jpg	img-17806393779500f7b3d8e7c2ad0ba21fb43be81e361106ae6cbf0b0045bdd53f89e93434bcf9d.jpg	image/jpeg	no	委屈哭哭	圆滚滚小熊张嘴流泪	小熊,嚎哭,眼泪	大声哭给对方看时
111	img-17806397741560079ArMogy1idtp8c06dpg306y06yaai.gif	img-17806397741560079ArMogy1idtp8c06dpg306y06yaai.gif	image/gif	yes	贴贴撒娇	小猫抱住人的腿不放的 GIF	抱腿,不放,猫,动图	不许对方离开时
112	img-1780639790614006wWlZTly1idtqeq8bxpg304q04qq3t.gif	img-1780639790614006wWlZTly1idtqeq8bxpg304q04qq3t.gif	image/gif	yes	害羞可爱	白色小团子软乎乎晃动的 GIF	团子,晃动,卖萌,动图	无台词软萌刷存在感时
113	img-1781353372016340435c40bfb29c8aeb59a3e9cb5233bedee4f0d0f43edcae1a0558ce9366eb7.jpg	img-1781353372016340435c40bfb29c8aeb59a3e9cb5233bedee4f0d0f43edcae1a0558ce9366eb7.jpg	image/jpeg	no	委屈哭哭	白猫含泪说自己今天很委屈、很无辜、一直偷偷哭	白猫,委屈,无辜,偷偷哭	把今天积攒的委屈一股脑说出来时
114	img-17826282304026e3816727a70bb82d87d9c00da7887d67e4b5637669b4f6834a125d16c8f7e83.jpg	render/114.jpg	image/heic	no	搞怪抽象	仓鼠在地板爱心旁讲屎尿式告白	仓鼠,便便,告白,抽象	用很脏又很爱的方式搞怪时
115	img-17837807055978f0f138a5ca727370b5cc0a3d40d29d937aa5f293b0ee77aa5ed4bf7456c4b60.jpg	render/115.jpg	image/heic	no	问候等候	泪眼小奶猫凑近说“hi”	hi,奶猫,泪眼	带一点委屈地来打招呼时
116	img-1783780711798b7e0fde807a80a9469ccae6b960986e249321d8eb7c048c20de8b649b4d7ba56.jpg	img-1783780711798b7e0fde807a80a9469ccae6b960986e249321d8eb7c048c20de8b649b4d7ba56.jpg	image/jpeg	no	委屈哭哭	猫猫趴在碗边流蓝色眼泪	猫,饭碗,流泪	边吃边委屈或求投喂时
117	img-1783862999484b455c2785dd7833a2de2dd8ca21aa528dee0d53f0e7dc0e0b99dfd93cdffde30.jpg	render/117.jpg	image/heic	no	震惊疑惑	小狗贴脸睁大眼睛	小狗,贴脸,惊讶	凑近确认情况时
118	img-178410892580087a50ec33a2793962394c14409ce77b0619e05ca062ce7476b195b52353febe6.jpg	img-178410892580087a50ec33a2793962394c14409ce77b0619e05ca062ce7476b195b52353febe6.jpg	image/jpeg	no	震惊疑惑	昏暗房间里猫猫突然回头	猫,回头,惊到	突然察觉不对劲时
119	img-17841089329511bb10f999066f37336c80225fc360b81f6ab645d4ac49ec11ad0b00b2f41a977.jpg	render/119.jpg	image/heic	no	委屈哭哭	穿小衣服的猫猫流下两串泪	猫,衣服,大哭	可怜兮兮地哭诉时
120	img-17845346633360063Rz1Sgy1if9d45hu0cg30b40c2u0x.gif	img-17845346633360063Rz1Sgy1if9d45hu0cg30b40c2u0x.gif	image/gif	yes	害羞可爱	圆滚滚猫猫脸红晃动的 GIF	脸红,猫,害羞,动图	被夸或被亲后脸红时
121	img-17845346776480063Rz1Sgy1if9d44smwqg30b40b44ab.gif	img-17845346776480063Rz1Sgy1if9d44smwqg30b40b44ab.gif	image/gif	yes	喜欢爱意	小仓鼠胸前冒出粉色爱心的 GIF	仓鼠,爱心,告白,动图	安静释放爱意时
122	img-17845346945290063Rz1Sgy1if9d42f726g30b40b4kbt.gif	img-17845346945290063Rz1Sgy1if9d42f726g30b40b4kbt.gif	image/gif	yes	害羞可爱	橙色小团子低头扭捏的 GIF	扭捏,害羞,团子,动图	不好意思开口时
123	img-1785147291423007aGeeGgy1ife9yuz36fg30b40b44qp.gif	img-1785147291423007aGeeGgy1ife9yuz36fg30b40b44qp.gif	image/gif	yes	开心得意	黑白两只猫一起跳舞的 GIF	双人舞,猫,开心,动图	想拉着对方一起庆祝时
124	img-1785147295937007aGeeGgy1ife9yw68gtj306o06ot8r.gif	render/124.jpg	image/jpeg	no	喜欢爱意	星星眼小动物送玫瑰，配字“我想跟你好”	玫瑰,示好,星星眼	认真提出和好或靠近时
125	img-1785147305454007aGeeGgy1ife9yxjdd4j30k00k0jtr.gif	render/125.jpg	image/jpeg	no	喜欢爱意	小兔站在满屏 love 前说“我真的超爱你”	超爱你,love,兔子	超直白表达很爱对方时
126	img-1785147312236007aGeeGgy1ife9zks6g0j306o06o74f.gif	render/126.jpg	image/jpeg	no	喜欢爱意	白色小动物被爱心包围，兴奋冲来	爱心,兴奋,扑来	爱意满到冲向对方时
127	img-178514733845757396c69637fb909aafa76b230d867e560898437eba7eb48df607fc18fdc4068.jpg	img-178514733845757396c69637fb909aafa76b230d867e560898437eba7eb48df607fc18fdc4068.jpg	image/jpeg	no	喜欢爱意	大眼白色小动物伸出爪爪亲吻	爪爪,亲亲,星星眼	软乎乎送亲亲时
128	img-17851473517524fa7215d9e01adc86595864760a31d8956409e3a05829c2f6f580fbd5caf252f.jpg	img-17851473517524fa7215d9e01adc86595864760a31d8956409e3a05829c2f6f580fbd5caf252f.jpg	image/jpeg	no	喜欢爱意	严肃猫脸配字“我要爱你”	我要爱你,认真,猫	板着脸认真告白时
129	img-178514736272310cbd33e73ea979fcccc743acb8ef6ffdccdb53d4ba889129e6c1a2632035e32.jpg	img-178514736272310cbd33e73ea979fcccc743acb8ef6ffdccdb53d4ba889129e6c1a2632035e32.jpg	image/jpeg	no	安慰陪伴	小动物在被窝里安稳睡觉	睡觉,被窝,晚安	陪对方入睡或道晚安时
130	img-17851473705743696a605a5b135283365e616407f3a78ff9f77f45f7a58902dbaa0ea9fba8165.jpg	img-17851473705743696a605a5b135283365e616407f3a78ff9f77f45f7a58902dbaa0ea9fba8165.jpg	image/jpeg	no	害羞可爱	小动物双手放在身前脸红扭捏	脸红,扭捏,害羞	被说中心事时
131	img-1785147375940e791a7927cd7ebc476cc3b8ab370ebf289bc756bb29a867061787c1c1670dc30.jpg	img-1785147375940e791a7927cd7ebc476cc3b8ab370ebf289bc756bb29a867061787c1c1670dc30.jpg	image/jpeg	no	喜欢爱意	圆脸小动物抱着大红心	抱心,爱你,红心	把爱心抱给对方时
132	img-1785147413591abc7b2194df98358205bdb23496a1f1aead5be5695ebc9e8f523da29627efb3e.jpg	img-1785147413591abc7b2194df98358205bdb23496a1f1aead5be5695ebc9e8f523da29627efb3e.jpg	image/jpeg	no	委屈哭哭	猫猫泪眼贴脸望着	猫,泪眼,贴脸	需要被立刻哄时
133	img-17851474245047d0f7e7015cd6c65643ba616cf24a808d54a38ef72241b7cc67438aa03d138d8.jpg	img-17851474245047d0f7e7015cd6c65643ba616cf24a808d54a38ef72241b7cc67438aa03d138d8.jpg	image/jpeg	no	委屈哭哭	小猫流泪特写	小猫,流泪,可怜	轻度委屈求安慰时
134	img-1785147455024a54a376ae4436eba74f0ea3bc4a0f0f2251597319f28afaab16120c3c9b03d62.jpg	render/134.jpg	image/heic	no	害羞可爱	泪眼小猫配字“咪”	咪,泪眼,奶猫	软软叫一声求关注时
135	img-1785147467106275f8e517dbf5d4166049be1f65d8c76ef012fd77bafb3ad5bd09886ae049151.jpg	render/135.jpg	image/heic	no	无语嫌弃	猫猫仰着坐在椅子上，姿态松弛	坐着,看戏,猫	悠闲旁观或摆烂时
136	img-1785147473202e53b78816a1501ba483a71bfbdab5c6edd19c278052ca2dd95ee6ded0a772e92.jpg	img-1785147473202e53b78816a1501ba483a71bfbdab5c6edd19c278052ca2dd95ee6ded0a772e92.jpg	image/jpeg	no	委屈哭哭	小奶猫低头蔫蔫的	奶猫,低头,难过	受冷落后安静低落时
137	img-1785147512475799e84a97402b1e1b4db5c7a6f409f2aface0e60680df388bf2953d4c3cb38e1.jpg	img-1785147512475799e84a97402b1e1b4db5c7a6f409f2aface0e60680df388bf2953d4c3cb38e1.jpg	image/jpeg	no	害羞可爱	橘猫低头用爪子遮住脸	捂脸,害羞,橘猫	害羞到不敢看时
138	img-17851475333191dab691414a8eb2155c541e928f9987e7838b6bfccd85d40457ab2b4cf668064.jpg	img-17851475333191dab691414a8eb2155c541e928f9987e7838b6bfccd85d40457ab2b4cf668064.jpg	image/jpeg	no	震惊疑惑	猫猫歪着倒看镜头	歪头,倒看,好奇	换个角度认真观察时
139	img-17852999461430063Rz1Sgy1ifknxt2t4lg303w03wdhw.gif	img-17852999461430063Rz1Sgy1ifknxt2t4lg303w03wdhw.gif	image/gif	yes	无语嫌弃	灰色小人抱臂迈步坏笑的 GIF	坏笑,抱臂,得意,动图	看穿一切后小坏一下时
140	img-17852999533130063Rz1Sgy1ifknxtlcnkg303w03wju6.gif	img-17852999533130063Rz1Sgy1ifknxtlcnkg303w03wju6.gif	image/gif	yes	崩溃疲惫	灰色小人趴地抱瓶哭泣的 GIF	趴地,喝酒,哭,动图	崩溃到趴下借酒消愁时
141	img-17852999555310063Rz1Sgy1ifknxus581g303w03wjt0.gif	img-17852999555310063Rz1Sgy1ifknxus581g303w03wjt0.gif	image/gif	yes	问候等候	小人盖被睡觉冒鼻涕泡的 GIF	睡觉,晚安,鼻涕泡,动图	说要睡了或等到睡着时
142	img-1785316500080de4f36857bc55068a067d47432df47bd6a586f90ff4872e41288991d627a663f.jpg	render/142.jpg	image/heic	no	喜欢爱意	黑白两只猫并排，分别标注 :p 和 :3	两只猫,情侣,并排	表示我们两个黏在一起时
143	img-1785316503214e55f4d3583d2518dcc4018511274f60ed3808991c2c0d5bcb3669930acb6dcf6.jpg	render/143.jpg	image/heic	no	喜欢爱意	两只猫并排，画面标注“us”	我们,us,两只猫	看到像彼此的画面时
144	img-178566486030320d0cc9df862c8a199b500dd3038e3ed0d7c38e3b9a239d625e9e221276610a8.jpg	img-178566486030320d0cc9df862c8a199b500dd3038e3ed0d7c38e3b9a239d625e9e221276610a8.jpg	image/jpeg	no	问候等候	两只小熊说刚才像做了噩梦，现在要去冬眠	醒来,噩梦,冬眠,小熊	刚睡醒胡言乱语或准备继续睡时
145	img-1785729304776a731972e29559959a48e73a5afd0869825b86737cc96626947c3359eca04dcdc.jpg	img-1785729304776a731972e29559959a48e73a5afd0869825b86737cc96626947c3359eca04dcdc.jpg	image/jpeg	no	委屈哭哭	小团子哭成一滩水	哭成一滩,团子,眼泪	彻底化掉式大哭时
146	img-178572931683892dd59b9ec3c644fb65496f69513d09365606aadc12a7a369caf207ac1199b02.jpg	img-178572931683892dd59b9ec3c644fb65496f69513d09365606aadc12a7a369caf207ac1199b02.jpg	image/jpeg	no	崩溃疲惫	小动物趴着看手机流泪	等消息,手机,趴着,哭	等不到回复时
147	img-17869775112240063Rz1Sgy1ig6qeps12ng30b40b4hdt.gif	img-17869775112240063Rz1Sgy1ig6qeps12ng30b40b4hdt.gif	image/gif	yes	安慰陪伴	粉色兔子抱着小动物轻轻安抚的 GIF	兔子,抱抱,照顾,动图	把对方抱在怀里照顾时
148	img-17869775153480063Rz1Sgy1ig6psnto8sg30b40b44b3.gif	img-17869775153480063Rz1Sgy1ig6psnto8sg30b40b44b3.gif	image/gif	yes	委屈哭哭	圆脸微笑着掉下一滴泪的 GIF	微笑流泪,苦笑,动图	一边说没事一边掉泪时
149	img-17869775216541f80a27a1250864575b2603ba18e64da8b5f99787a133926f044b82aa1a1a9fb.jpg	img-17869775216541f80a27a1250864575b2603ba18e64da8b5f99787a133926f044b82aa1a1a9fb.jpg	image/jpeg	no	贴贴撒娇	白猫流泪配字“我离不开你”	离不开你,白猫,哭,黏人	直白表达舍不得分开时
